DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Summary Level,State,State FIPS,Insured Males 18-25,Noninsured Males 18-25,Females 18-25 with Insurance,Females 18-25 without insurance
948 - SIGNS & SYMPTOMS W/O MCC,150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,IN,46311,IN - Munster,20,"11,487.30","3,942.20","3,267.80",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,IA - Cedar Rapids,25,"13,104.72","3,964.08","3,106.32",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170040,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,66160,MO - Kansas City,41,"27,123.29","4,791.31","4,270.63",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42001,KY - Paducah,18,"11,400.61","3,393.66","2,459.22",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA STREET,BATON ROUGE,LA,70806,LA - Baton Rouge,20,"13,393.05","4,585.15","3,760.35",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,4101,ME - Portland,13,"11,834.23","4,124.00","3,260.61",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210043,BALTIMORE WASHINGTON  MEDICAL CENTER,301 HOSPITAL DR,GLEN BURNIE,MD,21061,MD - Baltimore,37,"5,186.83","4,875.67","4,174.59",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220108,MILTON HOSPITAL INC,199 REEDSDALE ROAD,MILTON,MA,2186,MA - Boston,77,"7,890.02","4,627.00","3,766.27",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,118,"10,344.17","4,801.77","3,904.39",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,MN - Minneapolis,34,"17,686.70","4,361.32","3,368.70",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,GREENVILLE,MS,38704,TN - Memphis,36,"14,477.55","4,624.08","3,780.41",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,MO - St. Louis,21,"29,331.90","4,282.90","3,425.00",40,MO,29,"218,737","67,102","234,572","54,658"
948 - SIGNS & SYMPTOMS W/O MCC,270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,59601,MT - Billings,18,"8,748.72","4,142.38","3,328.38",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280023,ST FRANCIS MEDICAL CENTER,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,NE - Omaha,32,"14,149.68","4,835.56","2,741.31",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,89015,NV - Las Vegas,25,"40,551.96","4,882.64","3,765.40",40,NV,32,"85,375","38,905","90,251","32,242"
948 - SIGNS & SYMPTOMS W/O MCC,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,NH - Manchester,38,"16,378.42","4,107.00","3,277.10",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,8079,DE - Wilmington,52,"26,648.53","4,725.63","3,871.84",40,NJ,34,"314,748","82,206","319,177","61,452"
948 - SIGNS & SYMPTOMS W/O MCC,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,TX - El Paso,15,"13,791.13","4,081.46","3,144.93",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,19,"8,519.52","8,074.68","7,482.26",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,14,"31,279.00","3,826.00","2,779.42",40,NC,37,"343,969","122,072","370,747","97,720"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,350070,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,ND - Fargo/Moorhead MN,26,"5,579.34","3,419.42","2,731.42",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360175,CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,WILMINGTON,OH,45177,OH - Cincinnati,12,"6,013.33","4,362.33","3,799.00",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,OK - Lawton,11,"14,973.54","4,973.54","3,970.81",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,OR - Portland,16,"12,130.68","4,621.00","3,919.50",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390236,"MEMORIAL HOSPITAL, INC  TOWANDA",91 HOSPITAL DRIVE,TOWANDA,PA,18848,PA - Sayre,16,"9,816.50","4,298.62","3,838.75",40,PA,42,"515,159","97,160","538,569","72,737"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,RI - Providence,30,"9,422.76","3,479.46","2,545.73",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,30,"21,490.03","3,813.93","3,104.46",40,SC,45,"169,817","59,090","182,617","48,861"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  PO BOX 5045,SIOUX FALLS,SD,57117,SD - Sioux Falls,20,"9,394.95","3,851.35","2,838.95",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440151,RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,TN - Nashville,13,"18,342.84","4,204.00","3,345.53",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",7101 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,TX - Corpus Christi,21,"29,671.23","4,368.00","3,835.04",40,TX,48,"848,005","481,716","883,646","418,602"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,460041,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,UT - Ogden,12,"11,858.25","4,187.16","1,603.83",40,UT,49,"130,500","33,241","135,511","28,261"
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,470003,FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,BURLINGTON,VT,5401,VT - Burlington,24,"12,392.62","6,449.66","5,603.33",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,VA - Newport News,23,"16,744.21","4,016.39","2,895.78",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,SPOKANE,WA,99204,WA - Spokane,12,"15,622.66","5,222.25","4,478.25",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY,WEIRTON,WV,26062,PA - Pittsburgh,11,"7,280.36","3,304.54","2,484.18",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,12,"23,587.58","4,082.00","3,429.66",40,WI,55,"230,742","47,132","239,958","34,092"
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,14,"16,873.64","5,592.21","4,705.00",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,AL - Birmingham,17,"4,346.52","3,703.35","2,972.76",40,AL,1,"173,849","58,849","188,498","48,144"
885 - PSYCHOSES,20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,AK - Anchorage,81,"30,892.18","13,035.79","12,033.98",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,AZ - Sun City,187,"25,070.29","4,495.44","3,326.41",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,AR - Little Rock,21,"18,299.61","4,176.23","3,200.00",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles,75,"54,071.64","6,392.42","5,672.73",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60023,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,CO - Grand Junction,43,"19,006.69","4,873.41","4,037.69",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70006,STAMFORD HOSPITAL,30 SHELBURNE ROAD,STAMFORD,CT,6904,CT - Bridgeport,19,"33,742.63","5,262.10","4,549.89",40,CT,9,"145,369","25,759","149,262","17,433"
312 - SYNCOPE & COLLAPSE,90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,DC - Washington,61,"16,778.70","6,292.24","5,254.80",40,DC,11,"31,771","3,712","42,265","2,042"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,80004,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,DOVER,DE,19901,DE - Wilmington,112,"10,407.86","4,279.41","2,493.75",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,FL - Fort Lauderdale,11,"29,456.36","4,706.36","3,736.90",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,17,"21,325.17","5,090.41","2,995.00",40,GA,13,"332,222","150,431","365,087","127,014"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HI - Honolulu,11,"11,157.72","5,857.00","4,739.54",40,HI,15,"52,312","7,891","53,557","5,430"
312 - SYNCOPE & COLLAPSE,130002,ST LUKES MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,ID - Boise,30,"10,971.30","4,620.56","3,183.90",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,IL - Rockford,40,"19,106.45","4,660.87","3,931.45",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,IN - Muncie,55,"22,347.58","4,602.03","3,782.34",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160032,SKIFF MEDICAL CENTER,204 NORTH 4TH AVENUE EAST,NEWTON,IA,50208,IA - Des Moines,26,"9,537.88","4,413.96","3,725.96",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,KS - Wichita,19,"16,252.31","4,419.15","3,452.21",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180088,"NORTON HOSPITALS, INC",200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,KY - Louisville,98,"16,641.25","4,601.89","3,816.43",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,LA - Baton Rouge,55,"12,988.85","4,385.70","3,129.76",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200001,ST JOSEPH HOSPITAL,360 BROADWAY,BANGOR,ME,4401,ME - Bangor,23,"10,232.47","3,870.08","3,230.26",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT RD,RANDALLSTOWN,MD,21133,MD - Baltimore,82,"6,786.34","6,384.07","5,583.58",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MA - Boston,185,"5,810.77","4,687.49","3,521.23",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,53,"10,650.96","4,844.94","3,997.24",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240076,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,MN - Minneapolis,19,"12,449.68","5,388.31","3,540.57",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,MS - Hattiesburg,71,"12,084.90","4,472.07","3,399.40",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,MO - St. Louis,27,"9,326.81","3,954.00","3,201.70",40,MO,29,"218,737","67,102","234,572","54,658"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,19,"11,166.36","3,780.26","2,896.68",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,555 SOUTH 70TH ST,LINCOLN,NE,68510,NE - Lincoln,77,"15,248.27","4,837.55","3,157.88",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,NV - Reno,14,"16,703.78","4,526.57","2,822.57",40,NV,32,"85,375","38,905","90,251","32,242"
948 - SIGNS & SYMPTOMS W/O MCC,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,NH - Manchester,27,"19,544.03","4,026.07","3,319.25",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,NJ - Camden,343,"34,689.97","5,650.22","4,739.58",40,NJ,34,"314,748","82,206","319,177","61,452"
948 - SIGNS & SYMPTOMS W/O MCC,320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,TX - Lubbock,11,"9,806.45","4,236.09","3,223.18",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,74,"14,500.36","4,705.31","3,805.60",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,57,"11,109.28","4,192.15","3,483.94",40,NC,37,"343,969","122,072","370,747","97,720"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,ND - Grand Forks,34,"6,423.29","3,831.82","2,832.85",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360174,UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,OH - Dayton,31,"17,829.48","5,259.77","2,675.38",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370094,MIDWEST REGIONAL MEDICAL CENTER,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OK - Oklahoma City,56,"21,350.71","3,659.73","2,978.73",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380002,THREE RIVERS COMMUNITY HOSPITAL,500 SW RAMSEY AVENUE,GRANTS PASS,OR,97527,OR - Medford,14,"16,173.64","4,157.00","3,671.85",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia,43,"29,377.76","4,491.25","3,632.00",40,PA,42,"515,159","97,160","538,569","72,737"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,RI - Providence,54,"14,862.98","4,200.46","3,037.50",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,35,"18,371.40","5,680.05","4,662.57",40,SC,45,"169,817","59,090","182,617","48,861"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,430014,AVERA ST LUKES,305 S STATE ST,ABERDEEN,SD,57401,SD - Sioux Falls,35,"9,227.60","3,876.62","2,875.60",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440150,SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,15,"18,920.40","3,959.00","3,281.93",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TX - Fort Worth,15,"16,920.06","3,695.33","3,091.60",40,TX,48,"848,005","481,716","883,646","418,602"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,UT - Salt Lake City,12,"8,566.33","4,407.58","2,892.16",40,UT,49,"130,500","33,241","135,511","28,261"
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,NY - Albany,33,"12,395.42","5,408.00","4,487.63",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,VA - Norfolk,15,"17,801.20","4,393.00","3,569.26",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500053,KENNEWICK GENERAL HOSPITAL,900 SOUTH AUBURN STREET,KENNEWICK,WA,99336,WA - Spokane,16,"16,690.43","4,647.00","3,945.50",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,WV,25301,WV - Charleston,80,"14,454.92","4,485.27","3,575.43",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,37,"14,217.16","7,411.21","6,406.05",40,WI,55,"230,742","47,132","239,958","34,092"
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,45,"14,438.42","7,301.75","6,351.53",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,AL - Birmingham,39,"27,794.41","4,168.69","3,100.51",40,AL,1,"173,849","58,849","188,498","48,144"
885 - PSYCHOSES,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,57,"44,884.57","8,387.77","7,543.35",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,AZ - Phoenix,35,"27,645.28","4,595.51","3,730.48",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,AR - Jonesboro,12,"7,409.75","4,096.41","3,258.08",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,CA - Los Angeles,11,"40,797.63","4,616.00","3,598.54",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60022,MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRING,CO,80909,CO - Colorado Springs,61,"19,723.44","4,253.49","3,424.18",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,CT - New Haven,19,"20,274.73","5,410.05","4,759.73",40,CT,9,"145,369","25,759","149,262","17,433"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,15,"20,525.86","5,377.66","4,482.73",40,DC,11,"31,771","3,712","42,265","2,042"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,DE - Wilmington,33,"13,312.69","4,045.60","3,299.66",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,FL - Fort Lauderdale,29,"16,717.41","4,255.96","3,023.93",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,46,"21,833.95","4,473.45","3,340.56",40,GA,13,"332,222","150,431","365,087","127,014"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,120027,HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER ROAD,EWA BEACH,HI,96706,HI - Honolulu,16,"15,031.06","4,898.50","3,546.81",40,HI,15,"52,312","7,891","53,557","5,430"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,WA - Spokane,16,"14,051.62","3,862.00","3,160.50",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,IL - Peoria,39,"11,773.41","4,339.46","3,588.07",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,OH - Cincinnati,15,"14,524.93","3,989.13","2,893.60",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,IA - Des Moines,15,"13,726.53","3,776.60","3,024.06",40,IA,19,"138,433","22,195","136,977","16,890"
